snapshot,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural water tanks charger,residential rural water tanks discharger
2013-08-29 06:00:00,0.0,17.23,-17.23,0.0,-0.02,0.01
2013-08-29 09:00:00,0.0,17.0,-17.0,0.0,-0.01,0.0
2013-08-29 12:00:00,0.0,17.03,-17.03,0.0,-0.01,0.0
2013-08-29 15:00:00,0.0,17.29,-17.28,0.0,-0.01,0.0
2013-08-29 18:00:00,0.0,16.99,-16.99,0.0,-0.01,0.0
2013-08-29 21:00:00,0.0,16.04,-16.04,0.0,-0.01,0.0
2013-08-30 00:00:00,0.0,16.22,-16.22,0.0,-0.01,0.0
2013-08-30 03:00:00,0.0,17.34,-17.33,0.0,-0.01,0.0
2013-08-30 06:00:00,0.0,17.11,-17.11,0.03,-0.11,0.07
2013-08-30 09:00:00,0.0,16.89,-16.9,0.03,-0.07,0.05
2013-08-30 12:00:00,0.0,16.92,-16.93,0.03,-0.08,0.05
2013-08-30 15:00:00,0.0,17.17,-17.17,0.0,-0.01,0.0
2013-08-30 18:00:00,0.0,16.87,-16.86,0.0,-0.01,0.0
2013-08-30 21:00:00,0.0,15.98,-15.98,0.0,-0.01,0.0
2013-08-31 00:00:00,0.0,16.55,-16.55,0.0,-0.01,0.0
2013-08-31 03:00:00,0.0,18.04,-18.04,0.0,-0.01,0.0
2013-08-31 06:00:00,0.0,17.92,-17.94,0.24,-0.77,0.53
2013-08-31 09:00:00,0.0,17.52,-17.62,0.29,-0.66,0.46
2013-08-31 12:00:00,0.0,17.52,-17.61,0.27,-0.63,0.44
2013-08-31 15:00:00,0.0,17.92,-17.91,0.0,-0.02,0.0
2013-08-31 18:00:00,0.0,17.7,-17.69,0.0,-0.02,0.0
2013-08-31 21:00:00,0.0,16.49,-16.49,0.0,-0.02,0.0
2013-09-01 00:00:00,0.0,18.01,-18.01,0.0,-0.02,0.0
2013-09-01 03:00:00,0.0,20.92,-20.91,0.0,-0.01,0.01
2013-09-01 06:00:00,0.0,20.54,-20.5,0.42,-1.59,1.12
2013-09-01 09:00:00,0.0,19.85,-19.93,0.54,-1.56,1.1
2013-09-01 12:00:00,0.0,19.9,-19.94,0.51,-1.6,1.13
2013-09-01 15:00:00,0.0,20.57,-20.53,0.09,-0.43,0.3
2013-09-01 18:00:00,0.0,20.08,-20.04,0.08,-0.42,0.29
2013-09-01 21:00:00,0.0,17.83,-17.79,0.08,-0.44,0.3
2013-09-02 00:00:00,0.0,17.97,-17.93,0.09,-0.46,0.32
2013-09-02 03:00:00,0.0,20.52,-20.48,0.09,-0.46,0.32
2013-09-02 06:00:00,0.0,20.06,-19.92,0.59,-2.48,1.75
2013-09-02 09:00:00,0.0,19.5,-19.46,0.62,-2.27,1.6
2013-09-02 12:00:00,0.0,19.6,-19.53,0.61,-2.3,1.62
2013-09-02 15:00:00,0.0,20.12,-20.07,0.33,-1.3,0.92
2013-09-02 18:00:00,0.0,19.42,-19.39,0.3,-1.12,0.79
2013-09-02 21:00:00,0.0,17.45,-17.41,0.28,-1.09,0.76
2013-09-03 00:00:00,0.0,16.32,-16.28,0.21,-0.84,0.59
2013-09-03 03:00:00,0.0,17.35,-17.34,0.12,-0.47,0.33
2013-09-03 06:00:00,0.0,17.07,-17.08,0.63,-2.12,1.49
2013-09-03 09:00:00,0.0,16.74,-16.88,0.65,-1.72,1.21
2013-09-03 12:00:00,0.0,16.82,-16.93,0.64,-1.8,1.27
2013-09-03 15:00:00,0.0,17.16,-17.17,0.08,-0.24,0.16
2013-09-03 18:00:00,0.0,16.79,-16.79,0.0,-0.01,0.0
2013-09-03 21:00:00,0.0,15.96,-15.96,0.0,-0.01,0.0
2013-09-04 00:00:00,0.0,16.19,-16.19,0.0,-0.01,0.0
2013-09-04 03:00:00,0.0,17.2,-17.2,0.0,-0.01,0.0
2013-09-04 06:00:00,0.0,16.98,-16.97,0.5,-1.72,1.21
2013-09-04 09:00:00,0.0,16.61,-16.78,0.52,-1.2,0.84
2013-09-04 12:00:00,0.0,16.68,-16.82,0.51,-1.26,0.88
2013-09-04 15:00:00,0.0,17.05,-17.05,0.01,-0.05,0.04
2013-09-04 18:00:00,0.0,16.71,-16.71,0.01,-0.05,0.04
2013-09-04 21:00:00,0.0,15.91,-15.91,0.01,-0.06,0.04
2013-09-05 00:00:00,0.0,16.5,-16.5,0.01,-0.06,0.04
2013-09-05 03:00:00,0.0,17.76,-17.76,0.01,-0.06,0.04
2013-09-05 06:00:00,0.0,17.65,-17.63,0.4,-1.44,1.01
2013-09-05 09:00:00,0.0,17.24,-17.36,0.41,-1.01,0.71
2013-09-05 12:00:00,0.0,17.29,-17.38,0.41,-1.09,0.76
2013-09-05 15:00:00,0.0,17.65,-17.65,0.0,-0.01,0.0
2013-09-05 18:00:00,0.0,17.35,-17.35,0.0,-0.01,0.0
2013-09-05 21:00:00,0.0,16.32,-16.32,0.0,-0.01,0.0
2013-09-06 00:00:00,0.0,17.35,-17.35,0.0,-0.01,0.0
2013-09-06 03:00:00,0.0,19.4,-19.4,0.0,-0.01,0.0
2013-09-06 06:00:00,0.0,19.43,-19.35,0.12,-0.68,0.47
2013-09-06 09:00:00,0.0,18.9,-18.89,0.12,-0.45,0.32
2013-09-06 12:00:00,0.0,18.87,-18.86,0.12,-0.45,0.31
2013-09-06 15:00:00,0.0,19.29,-19.29,0.0,-0.01,0.0
2013-09-06 18:00:00,0.0,19.0,-19.0,0.0,-0.01,0.0
2013-09-06 21:00:00,0.0,17.3,-17.3,0.0,-0.01,0.0
2013-09-07 00:00:00,0.0,17.7,-17.7,0.0,-0.01,0.0
2013-09-07 03:00:00,0.0,20.14,-20.14,0.0,-0.01,0.0
2013-09-07 06:00:00,0.0,20.04,-20.07,0.42,-1.32,0.92
2013-09-07 09:00:00,0.0,19.36,-19.52,0.44,-0.93,0.65
2013-09-07 12:00:00,0.0,19.35,-19.48,0.42,-0.99,0.69
2013-09-07 15:00:00,0.0,19.98,-19.98,0.0,-0.01,0.0
2013-09-07 18:00:00,0.0,19.68,-19.68,0.0,-0.01,0.0
2013-09-07 21:00:00,0.0,17.68,-17.67,0.0,-0.01,0.0
2013-09-08 00:00:00,0.0,17.73,-17.73,0.0,-0.01,0.0
2013-09-08 03:00:00,0.0,20.33,-20.33,0.0,-0.01,0.0
2013-09-08 06:00:00,0.0,20.24,-20.26,0.28,-0.89,0.62
2013-09-08 09:00:00,0.0,19.58,-19.68,0.29,-0.63,0.44
2013-09-08 12:00:00,0.0,19.56,-19.63,0.26,-0.66,0.46
2013-09-08 15:00:00,0.0,20.15,-20.15,0.0,-0.01,0.0
2013-09-08 18:00:00,0.0,19.89,-19.89,0.0,-0.01,0.0
2013-09-08 21:00:00,0.0,17.79,-17.78,0.0,-0.01,0.0
2013-09-09 00:00:00,0.0,19.45,-19.45,0.0,-0.01,0.0
2013-09-09 03:00:00,0.0,23.61,-23.6,0.0,-0.01,0.0
2013-09-09 06:00:00,0.0,23.16,-23.16,0.01,-0.06,0.03
2013-09-09 09:00:00,0.0,22.33,-22.33,0.01,-0.04,0.03
2013-09-09 12:00:00,0.0,22.31,-22.31,0.01,-0.05,0.03
2013-09-09 15:00:00,0.0,23.16,-23.15,0.0,-0.01,0.0
2013-09-09 18:00:00,0.0,22.53,-22.53,0.0,-0.01,0.0
2013-09-09 21:00:00,0.0,19.25,-19.24,0.0,-0.01,0.0
2013-09-10 00:00:00,0.0,21.32,-21.31,0.0,-0.01,0.0
2013-09-10 03:00:00,0.0,27.16,-27.15,0.0,-0.01,0.0
2013-09-10 06:00:00,0.0,26.3,-26.29,0.0,-0.02,0.01
2013-09-10 09:00:00,0.0,25.18,-25.18,0.03,-0.12,0.08
2013-09-10 12:00:00,0.0,25.21,-25.21,0.03,-0.11,0.07
2013-09-10 15:00:00,0.0,26.4,-26.4,0.0,-0.02,0.01
2013-09-10 18:00:00,0.0,25.38,-25.38,0.0,-0.02,0.01
2013-09-10 21:00:00,0.0,20.82,-20.82,0.0,-0.02,0.01
2013-09-11 00:00:00,0.0,23.09,-23.08,0.0,-0.02,0.01
2013-09-11 03:00:00,0.0,30.5,-30.5,0.0,-0.02,0.01
2013-09-11 06:00:00,0.0,29.24,-29.23,0.0,-0.02,0.01
2013-09-11 09:00:00,0.0,27.86,-27.85,0.0,-0.03,0.01
2013-09-11 12:00:00,0.0,27.94,-27.93,0.0,-0.03,0.01
2013-09-11 15:00:00,0.0,29.45,-29.44,0.0,-0.01,0.0
2013-09-11 18:00:00,0.0,28.04,-28.03,0.0,-0.01,0.0
2013-09-11 21:00:00,0.0,22.29,-22.29,0.0,-0.01,0.0
2013-09-12 00:00:00,0.0,22.19,-22.18,0.0,-0.01,0.0
2013-09-12 03:00:00,0.0,28.78,-28.78,0.0,-0.01,0.0
2013-09-12 06:00:00,0.0,27.54,-27.53,0.01,-0.06,0.04
2013-09-12 09:00:00,0.0,26.33,-26.32,0.02,-0.08,0.05
2013-09-12 12:00:00,0.0,26.43,-26.43,0.02,-0.07,0.05
2013-09-12 15:00:00,0.0,27.78,-27.78,0.0,-0.01,0.0
2013-09-12 18:00:00,0.0,26.43,-26.43,0.0,-0.01,0.0
2013-09-12 21:00:00,0.0,21.35,-21.35,0.0,-0.01,0.0
2013-09-13 00:00:00,0.0,22.01,-22.01,0.0,-0.01,0.0
2013-09-13 03:00:00,0.0,28.36,-28.36,0.0,-0.01,0.0
2013-09-13 06:00:00,0.0,27.39,-27.38,0.01,-0.07,0.04
2013-09-13 09:00:00,0.0,26.17,-26.17,0.01,-0.05,0.03
2013-09-13 12:00:00,0.0,26.22,-26.22,0.01,-0.05,0.03
2013-09-13 15:00:00,0.0,27.52,-27.52,0.0,-0.01,0.0
2013-09-13 18:00:00,0.0,26.34,-26.33,0.0,-0.01,0.0
2013-09-13 21:00:00,0.0,21.35,-21.34,0.0,-0.01,0.0
2013-09-14 00:00:00,0.0,20.9,-20.9,0.0,-0.01,0.0
2013-09-14 03:00:00,0.0,26.05,-26.05,0.0,-0.01,0.0
2013-09-14 06:00:00,0.0,25.46,-25.41,0.32,-1.27,0.89
2013-09-14 09:00:00,0.0,24.32,-24.37,0.34,-1.01,0.7
2013-09-14 12:00:00,0.0,24.38,-24.39,0.32,-1.04,0.73
2013-09-14 15:00:00,0.0,25.46,-25.45,0.0,-0.02,0.01
2013-09-14 18:00:00,0.0,24.5,-24.49,0.0,-0.02,0.01
2013-09-14 21:00:00,0.0,20.4,-20.4,0.0,-0.02,0.01
2013-09-15 00:00:00,0.0,20.29,-20.29,0.0,-0.02,0.01
2013-09-15 03:00:00,0.0,25.06,-25.05,0.0,-0.02,0.01
2013-09-15 06:00:00,0.0,24.52,-24.51,0.14,-0.49,0.34
2013-09-15 09:00:00,0.0,23.55,-23.54,0.4,-1.38,0.97
2013-09-15 12:00:00,0.0,23.57,-23.54,0.35,-1.3,0.91
2013-09-15 15:00:00,0.0,24.56,-24.51,0.26,-1.03,0.72
2013-09-15 18:00:00,0.0,23.8,-23.72,0.21,-0.98,0.68
2013-09-15 21:00:00,0.0,20.0,-19.96,0.09,-0.44,0.31
2013-09-16 00:00:00,0.0,23.32,-23.29,0.1,-0.45,0.31
2013-09-16 03:00:00,0.0,30.84,-30.81,0.1,-0.44,0.3
2013-09-16 06:00:00,0.0,29.98,-29.94,0.12,-0.56,0.39
2013-09-16 09:00:00,0.0,28.41,-28.44,0.27,-0.81,0.57
2013-09-16 12:00:00,0.0,28.4,-28.43,0.27,-0.81,0.56
2013-09-16 15:00:00,0.0,29.97,-29.96,0.24,-0.83,0.58
2013-09-16 18:00:00,0.0,28.78,-28.77,0.12,-0.43,0.3
2013-09-16 21:00:00,0.0,22.84,-22.83,0.09,-0.34,0.23
2013-09-17 00:00:00,0.0,28.28,-28.27,0.09,-0.34,0.24
2013-09-17 03:00:00,0.0,40.38,-40.37,0.07,-0.26,0.18
2013-09-17 06:00:00,0.0,38.57,-38.49,0.05,-0.44,0.3
2013-09-17 09:00:00,0.0,36.26,-36.2,0.06,-0.44,0.31
2013-09-17 12:00:00,0.0,36.37,-36.29,0.1,-0.65,0.46
2013-09-17 15:00:00,0.0,38.84,-38.75,0.11,-0.71,0.49
2013-09-17 18:00:00,0.0,36.69,-36.59,0.12,-0.77,0.53
2013-09-17 21:00:00,0.0,27.28,-27.17,0.12,-0.79,0.55
2013-09-18 00:00:00,0.0,27.86,-27.74,0.12,-0.81,0.57
2013-09-18 03:00:00,0.0,38.99,-38.87,0.12,-0.8,0.56
2013-09-18 06:00:00,0.0,37.17,-37.08,0.2,-1.0,0.7
2013-09-18 09:00:00,0.0,35.01,-34.95,0.18,-0.81,0.57
2013-09-18 12:00:00,0.0,35.13,-35.09,0.17,-0.74,0.51
2013-09-18 15:00:00,0.0,37.39,-37.38,0.0,-0.02,0.01
2013-09-18 18:00:00,0.0,35.15,-35.14,0.0,-0.02,0.01
2013-09-18 21:00:00,0.0,26.44,-26.43,0.0,-0.02,0.01
2013-09-19 00:00:00,0.0,27.02,-27.01,0.0,-0.02,0.01
2013-09-19 03:00:00,0.0,37.56,-37.56,0.0,-0.02,0.01
2013-09-19 06:00:00,0.0,35.81,-35.78,0.03,-0.18,0.12
2013-09-19 09:00:00,0.0,33.79,-33.79,0.06,-0.23,0.15
2013-09-19 12:00:00,0.0,33.93,-33.93,0.06,-0.22,0.15
2013-09-19 15:00:00,0.0,36.11,-36.1,0.03,-0.12,0.08
2013-09-19 18:00:00,0.0,33.95,-33.94,0.0,-0.02,0.01
2013-09-19 21:00:00,0.0,25.73,-25.72,0.0,-0.02,0.01
2013-09-20 00:00:00,0.0,24.73,-24.72,0.0,-0.02,0.01
2013-09-20 03:00:00,0.0,33.11,-33.1,0.0,-0.02,0.01
2013-09-20 06:00:00,0.0,31.66,-31.66,0.0,-0.02,0.01
2013-09-20 09:00:00,0.0,30.07,-30.07,0.0,-0.02,0.01
2013-09-20 12:00:00,0.0,30.21,-30.21,0.0,-0.02,0.0
2013-09-20 15:00:00,0.0,31.95,-31.94,0.0,-0.01,0.0
2013-09-20 18:00:00,0.0,30.12,-30.12,0.0,-0.01,0.0
2013-09-20 21:00:00,0.0,23.53,-23.52,0.0,-0.01,0.0
2013-09-21 00:00:00,0.0,22.88,-22.88,0.0,-0.01,0.0
2013-09-21 03:00:00,0.0,29.67,-29.67,0.0,-0.01,0.0
2013-09-21 06:00:00,0.0,28.26,-28.25,0.0,-0.02,0.01
2013-09-21 09:00:00,0.0,27.01,-27.0,0.0,-0.02,0.0
2013-09-21 12:00:00,0.0,27.17,-27.17,0.0,-0.02,0.01
2013-09-21 15:00:00,0.0,28.59,-28.59,0.0,-0.01,0.0
2013-09-21 18:00:00,0.0,26.93,-26.93,0.0,-0.01,0.0
2013-09-21 21:00:00,0.0,21.67,-21.66,0.0,-0.01,0.0
2013-09-22 00:00:00,0.0,21.58,-21.58,0.0,-0.01,0.0
2013-09-22 03:00:00,0.0,27.16,-27.16,0.0,-0.01,0.01
2013-09-22 06:00:00,0.0,25.94,-25.91,0.09,-0.42,0.29
2013-09-22 09:00:00,0.0,24.9,-24.89,0.1,-0.39,0.27
2013-09-22 12:00:00,0.0,25.07,-25.06,0.1,-0.4,0.28
2013-09-22 15:00:00,0.0,26.26,-26.24,0.04,-0.2,0.14
2013-09-22 18:00:00,0.0,24.78,-24.76,0.03,-0.2,0.14
2013-09-22 21:00:00,0.0,20.49,-20.47,0.04,-0.2,0.14
2013-09-23 00:00:00,0.0,19.87,-19.85,0.04,-0.2,0.14
2013-09-23 03:00:00,0.0,23.68,-23.66,0.04,-0.2,0.14
2013-09-23 06:00:00,0.0,22.84,-22.81,0.63,-2.22,1.56
2013-09-23 09:00:00,0.0,21.98,-22.1,0.66,-1.84,1.29
2013-09-23 12:00:00,0.0,22.16,-22.25,0.65,-1.9,1.34
2013-09-23 15:00:00,0.0,23.1,-23.07,0.22,-0.85,0.6
2013-09-23 18:00:00,0.0,21.91,-21.9,0.2,-0.71,0.5
2013-09-23 21:00:00,0.0,18.92,-18.91,0.18,-0.64,0.45
2013-09-24 00:00:00,0.0,21.47,-21.44,0.13,-0.54,0.38
2013-09-24 03:00:00,0.0,26.73,-26.71,0.11,-0.45,0.31
2013-09-24 06:00:00,0.0,25.68,-25.61,0.48,-1.86,1.31
2013-09-24 09:00:00,0.0,24.55,-24.63,0.5,-1.43,1.01
2013-09-24 12:00:00,0.0,24.76,-24.79,0.42,-1.35,0.95
2013-09-24 15:00:00,0.0,25.91,-25.91,0.01,-0.05,0.03
2013-09-24 18:00:00,0.0,24.47,-24.47,0.01,-0.04,0.03
2013-09-24 21:00:00,0.0,20.36,-20.36,0.0,-0.01,0.0
2013-09-25 00:00:00,0.0,24.27,-24.26,0.0,-0.0,0.0
2013-09-25 03:00:00,0.0,31.89,-31.89,0.0,-0.01,0.0
2013-09-25 06:00:00,0.0,30.34,-30.34,0.08,-0.27,0.18
2013-09-25 09:00:00,0.0,28.9,-28.92,0.08,-0.18,0.12
2013-09-25 12:00:00,0.0,29.13,-29.13,0.01,-0.04,0.02
2013-09-25 15:00:00,0.0,30.74,-30.74,0.0,-0.01,0.0
2013-09-25 18:00:00,0.0,28.76,-28.76,0.0,-0.01,0.0
2013-09-25 21:00:00,0.0,22.81,-22.8,0.0,-0.01,0.0
2013-09-26 00:00:00,0.0,25.13,-25.13,0.0,-0.01,0.0
2013-09-26 03:00:00,0.0,33.78,-33.77,0.0,-0.01,0.0
2013-09-26 06:00:00,0.0,32.2,-32.19,0.0,-0.01,0.01
2013-09-26 09:00:00,0.0,30.57,-30.57,0.0,-0.01,0.0
2013-09-26 12:00:00,0.0,30.74,-30.74,0.0,-0.01,0.0
2013-09-26 15:00:00,0.0,32.54,-32.54,0.0,-0.01,0.0
2013-09-26 18:00:00,0.0,30.56,-30.56,0.0,-0.01,0.0
2013-09-26 21:00:00,0.0,23.82,-23.81,0.0,-0.01,0.0
2013-09-27 00:00:00,0.0,28.97,-28.97,0.0,-0.01,0.0
2013-09-27 03:00:00,0.0,40.78,-40.78,0.0,-0.01,0.0
2013-09-27 06:00:00,0.0,38.43,-38.42,0.0,-0.01,0.0
2013-09-27 09:00:00,0.0,36.25,-36.24,0.0,-0.01,0.0
2013-09-27 12:00:00,0.0,36.53,-36.52,0.0,-0.01,0.0
2013-09-27 15:00:00,0.0,38.99,-38.99,0.0,-0.01,0.0
2013-09-27 18:00:00,0.0,36.14,-36.13,0.0,-0.01,0.0
2013-09-27 21:00:00,0.0,26.9,-26.89,0.0,-0.01,0.0
2013-09-28 00:00:00,0.0,29.27,-29.27,0.0,-0.01,0.0
2013-09-28 03:00:00,0.0,41.41,-41.41,0.0,-0.01,0.0
2013-09-28 06:00:00,0.0,38.91,-38.9,0.0,-0.02,0.0
2013-09-28 09:00:00,0.0,36.66,-36.66,0.0,-0.01,0.0
2013-09-28 12:00:00,0.0,36.95,-36.95,0.0,-0.01,0.0
2013-09-28 15:00:00,0.0,39.49,-39.49,0.0,-0.01,0.0
2013-09-28 18:00:00,0.0,36.54,-36.53,0.0,-0.01,0.0
2013-09-28 21:00:00,0.0,27.12,-27.12,0.0,-0.01,0.0
2013-09-29 00:00:00,0.0,30.07,-30.06,0.0,-0.01,0.0
2013-09-29 03:00:00,0.0,42.77,-42.77,0.0,-0.01,0.0
2013-09-29 06:00:00,0.0,40.17,-40.13,0.05,-0.3,0.2
2013-09-29 09:00:00,0.0,37.78,-37.78,0.06,-0.2,0.13
2013-09-29 12:00:00,0.0,38.1,-38.1,0.06,-0.2,0.13
2013-09-29 15:00:00,0.0,40.78,-40.76,0.02,-0.13,0.09
2013-09-29 18:00:00,0.0,37.63,-37.61,0.01,-0.11,0.07
2013-09-29 21:00:00,0.0,27.84,-27.82,0.01,-0.1,0.06
2013-09-30 00:00:00,0.0,32.57,-32.55,0.01,-0.08,0.05
2013-09-30 03:00:00,0.0,47.09,-47.07,0.01,-0.08,0.05
2013-09-30 06:00:00,0.0,44.11,-44.09,0.01,-0.1,0.06
2013-09-30 09:00:00,0.0,41.42,-41.42,0.01,-0.07,0.05
2013-09-30 12:00:00,0.0,41.81,-41.8,0.01,-0.07,0.05
2013-09-30 15:00:00,0.0,44.86,-44.85,0.0,-0.05,0.03
2013-09-30 18:00:00,0.0,41.18,-41.16,0.0,-0.05,0.03
2013-09-30 21:00:00,0.0,29.88,-29.87,0.0,-0.06,0.04
2013-10-01 00:00:00,0.0,33.86,-33.85,0.0,-0.06,0.03
2013-10-01 03:00:00,0.0,49.23,-49.22,0.0,-0.05,0.03
2013-10-01 06:00:00,0.0,46.03,-46.01,0.0,-0.06,0.03
2013-10-01 09:00:00,0.0,43.19,-43.18,0.0,-0.04,0.03
2013-10-01 12:00:00,0.0,43.62,-43.62,0.0,-0.05,0.03
2013-10-01 15:00:00,0.0,46.87,-46.86,0.0,-0.05,0.03
2013-10-01 18:00:00,0.0,42.83,-42.82,0.0,-0.05,0.03
2013-10-01 21:00:00,0.0,30.86,-30.85,0.0,-0.06,0.04
2013-10-02 00:00:00,0.0,36.93,-36.92,0.0,-0.06,0.04
2013-10-02 03:00:00,0.0,54.58,-54.56,0.0,-0.05,0.03
2013-10-02 06:00:00,0.0,50.73,-50.71,0.03,-0.15,0.1
2013-10-02 09:00:00,0.0,47.49,-47.48,0.03,-0.13,0.09
2013-10-02 12:00:00,0.0,48.05,-48.04,0.03,-0.13,0.09
2013-10-02 15:00:00,0.0,51.8,-51.78,0.03,-0.14,0.09
2013-10-02 18:00:00,0.0,46.95,-46.94,0.02,-0.14,0.1
2013-10-02 21:00:00,0.0,33.23,-33.21,0.02,-0.15,0.1
2013-10-03 00:00:00,0.0,39.48,-39.47,0.02,-0.1,0.07
2013-10-03 03:00:00,0.0,59.22,-59.21,0.02,-0.1,0.07
2013-10-03 06:00:00,0.0,54.88,-54.83,0.13,-0.61,0.43
2013-10-03 09:00:00,0.0,51.22,-51.23,0.14,-0.46,0.32
2013-10-03 12:00:00,0.0,51.86,-51.87,0.14,-0.47,0.32
2013-10-03 15:00:00,0.0,56.05,-56.05,0.09,-0.32,0.22
2013-10-03 18:00:00,0.0,50.62,-50.61,0.09,-0.34,0.24
2013-10-03 21:00:00,0.0,35.3,-35.28,0.09,-0.35,0.25
2013-10-04 00:00:00,0.0,38.42,-38.4,0.07,-0.29,0.2
2013-10-04 03:00:00,0.0,56.97,-56.95,0.07,-0.3,0.2
2013-10-04 06:00:00,0.0,52.86,-52.8,0.12,-0.59,0.41
2013-10-04 09:00:00,0.0,49.46,-49.41,0.09,-0.47,0.33
2013-10-04 12:00:00,0.0,50.11,-50.05,0.07,-0.45,0.31
2013-10-04 15:00:00,0.0,54.04,-54.0,0.03,-0.26,0.18
2013-10-04 18:00:00,0.0,48.74,-48.7,0.04,-0.28,0.19
2013-10-04 21:00:00,0.0,34.19,-34.15,0.04,-0.29,0.2
2013-10-05 00:00:00,0.0,34.93,-34.91,0.03,-0.17,0.12
2013-10-05 03:00:00,0.0,50.98,-50.96,0.03,-0.17,0.12
2013-10-05 06:00:00,0.0,47.44,-47.42,0.12,-0.46,0.32
2013-10-05 09:00:00,0.0,44.45,-44.46,0.14,-0.44,0.31
2013-10-05 12:00:00,0.0,44.97,-44.96,0.09,-0.32,0.22
2013-10-05 15:00:00,0.0,48.4,-48.38,0.04,-0.21,0.15
2013-10-05 18:00:00,0.0,43.97,-43.94,0.04,-0.21,0.14
2013-10-05 21:00:00,0.0,31.43,-31.43,0.01,-0.06,0.04
2013-10-06 00:00:00,0.0,30.26,-30.26,0.01,-0.06,0.04
2013-10-06 03:00:00,0.0,42.51,-42.51,0.0,-0.01,0.0
2013-10-06 06:00:00,0.0,39.8,-39.79,0.0,-0.01,0.01
2013-10-06 09:00:00,0.0,37.53,-37.53,0.0,-0.01,0.01
2013-10-06 12:00:00,0.0,37.93,-37.92,0.0,-0.01,0.01
2013-10-06 15:00:00,0.0,40.54,-40.54,0.0,-0.01,0.0
2013-10-06 18:00:00,0.0,37.1,-37.1,0.0,-0.01,0.0
2013-10-06 21:00:00,0.0,27.62,-27.62,0.0,-0.01,0.0
2013-10-07 00:00:00,0.0,27.31,-27.3,0.0,-0.01,0.0
2013-10-07 03:00:00,0.0,37.08,-37.08,0.0,-0.01,0.0
2013-10-07 06:00:00,0.0,34.88,-34.87,0.0,-0.01,0.01
2013-10-07 09:00:00,0.0,33.09,-33.08,0.0,-0.01,0.0
2013-10-07 12:00:00,0.0,33.43,-33.43,0.0,-0.01,0.0
2013-10-07 15:00:00,0.0,35.52,-35.52,0.0,-0.01,0.0
2013-10-07 18:00:00,0.0,32.68,-32.68,0.0,-0.01,0.0
2013-10-07 21:00:00,0.0,25.07,-25.07,0.0,-0.01,0.0
2013-10-08 00:00:00,0.0,26.24,-26.24,0.0,-0.01,0.0
2013-10-08 03:00:00,0.0,35.41,-35.4,0.0,-0.01,0.0
2013-10-08 06:00:00,0.0,33.48,-33.48,0.0,-0.01,0.0
2013-10-08 09:00:00,0.0,31.79,-31.79,0.0,-0.01,0.0
2013-10-08 12:00:00,0.0,32.06,-32.06,0.0,-0.01,0.0
2013-10-08 15:00:00,0.0,34.0,-34.0,0.0,-0.01,0.0
2013-10-08 18:00:00,0.0,31.55,-31.54,0.0,-0.01,0.0
2013-10-08 21:00:00,0.0,24.4,-24.4,0.0,-0.01,0.0
2013-10-09 00:00:00,0.0,27.54,-27.54,0.0,-0.01,0.0
2013-10-09 03:00:00,0.0,38.04,-38.03,0.0,-0.01,0.01
2013-10-09 06:00:00,0.0,36.31,-36.3,0.01,-0.07,0.04
2013-10-09 09:00:00,0.0,34.28,-34.28,0.07,-0.23,0.16
2013-10-09 12:00:00,0.0,34.45,-34.45,0.07,-0.22,0.15
2013-10-09 15:00:00,0.0,36.65,-36.65,0.07,-0.22,0.15
2013-10-09 18:00:00,0.0,34.3,-34.3,0.06,-0.19,0.13
2013-10-09 21:00:00,0.0,26.04,-26.04,0.03,-0.11,0.08
2013-10-10 00:00:00,0.0,32.53,-32.53,0.01,-0.06,0.04
2013-10-10 03:00:00,0.0,47.88,-47.88,0.02,-0.06,0.04
2013-10-10 06:00:00,0.0,45.55,-45.54,0.0,-0.04,0.02
2013-10-10 09:00:00,0.0,42.61,-42.59,0.03,-0.19,0.13
2013-10-10 12:00:00,0.0,42.75,-42.73,0.03,-0.19,0.13
2013-10-10 15:00:00,0.0,45.91,-45.89,0.03,-0.19,0.13
2013-10-10 18:00:00,0.0,42.96,-42.94,0.03,-0.19,0.13
2013-10-10 21:00:00,0.0,30.94,-30.91,0.03,-0.2,0.14
2013-10-11 00:00:00,0.0,34.33,-34.3,0.03,-0.21,0.15
2013-10-11 03:00:00,0.0,51.43,-51.41,0.03,-0.18,0.12
2013-10-11 06:00:00,0.0,48.62,-48.61,0.04,-0.19,0.13
2013-10-11 09:00:00,0.0,45.38,-45.37,0.03,-0.14,0.09
2013-10-11 12:00:00,0.0,45.57,-45.56,0.03,-0.12,0.08
2013-10-11 15:00:00,0.0,49.08,-49.07,0.03,-0.13,0.08
2013-10-11 18:00:00,0.0,45.75,-45.74,0.03,-0.13,0.08
2013-10-11 21:00:00,0.0,32.33,-32.33,0.01,-0.07,0.05
2013-10-12 00:00:00,0.0,34.44,-34.44,0.0,-0.02,0.01
2013-10-12 03:00:00,0.0,52.0,-52.0,0.0,-0.01,0.01
2013-10-12 06:00:00,0.0,48.94,-48.93,0.0,-0.02,0.01
2013-10-12 09:00:00,0.0,45.64,-45.63,0.0,-0.01,0.0
2013-10-12 12:00:00,0.0,45.83,-45.83,0.0,-0.01,0.0
2013-10-12 15:00:00,0.0,49.43,-49.43,0.0,-0.01,0.0
2013-10-12 18:00:00,0.0,46.03,-46.02,0.0,-0.01,0.0
